1,1953,Tornado,GA
2,1953,Tornado,TX
3,1953,Flood,LA
4,1953,Tornado,MI
5,1953,Flood,MT
6,1953,Tornado,MI
7,1953,Tornado,MA
8,1953,Flood,IA
9,1953,Flood,TX
11,1953,Fire,NH
12,1954,Flood,FL
14,1954,Tornado,MS
15,1954,Flood,CA
16,1954,Tornado,GA
17,1954,Flood,IA
18,1954,Flood,TX
20,1954,Flood,SD
21,1954,Flood,WV
22,1954,Hurricane,MA
23,1954,Hurricane,RI
24,1954,Hurricane,ME
25,1954,Hurricane,CT
26,1955,Hurricane,NY
27,1955,Flood,NM
28,1955,Hurricane,NC
29,1955,Hurricane,SC
30,1955,Flood,IN
33,1955,Flood,CO
34,1955,Tornado,KS
35,1955,Flood,OK
36,1955,Flood,NV
37,1955,Hurricane,NC
38,1955,Flood,NM
39,1955,Hurricane,RI
40,1955,Flood,PA
41,1955,Hurricane,NJ
42,1955,Hurricane,CT
43,1955,Hurricane,MA
44,1955,Hurricane,SC
45,1955,Hurricane,NY
47,1956,Flood,CA
48,1956,Flood,NV
49,1956,Flood,OR
50,1956,Flood,WA
51,1956,Flood,PA
52,1956,Flood,NY
53,1956,Tornado,MI
54,1956,Tornado,OK
55,1956,Flood,ID
56,1956,Severe Storm(s),NC
58,1956,Severe Storm(s),PA
59,1956,Flood,CO
60,1956,Flood,OR
61,1956,Severe Storm(s),PA
62,1956,Hurricane,PR
63,1956,Flood,NV
64,1957,Hurricane,LA
65,1957,Fire,CA
66,1957,Flood,KY
67,1957,Flood,WV
68,1957,Flood,VA
69,1957,Flood,OR
70,1957,Flood,WA
72,1957,Hurricane,TX
73,1957,Hurricane,LA
74,1957,Flood,OK
75,1957,Tornado,MO
76,1957,Flood,ID
77,1957,Tornado,AR
78,1957,Flood,IL
79,1957,Tornado,ND
80,1957,Flood,MN
81,1957,Flood,KS
82,1958,Flood,CA
83,1958,Flood,AR
84,1958,Flood,LA
85,1958,Tornado,TX
86,1958,Flood,IA
87,1958,Hurricane,NC
88,1959,Flood,KS
89,1959,Flood,PA
90,1959,Flood,OH
91,1959,Flood,IN
92,1959,Flood,OK
93,1959,Flood,TX
94,1959,Hurricane,HI
95,1960,Flood,OK
98,1960,Flood,NE
99,1960,Flood,SD
100,1960,Flood,MO
102,1960,Tornado,AR
103,1960,Severe Storm(s),TX
104,1960,Severe Storm(s),OK
105,1960,Fire,ID
106,1960,Hurricane,FL
107,1960,Hurricane,NC
108,1961,Flood,MS
109,1961,Flood,AL
110,1961,Flood,GA
111,1961,Flood,IA
112,1961,Flood,AR
113,1961,Flood,IN
114,1961,Flood,MO
115,1961,Flood,IL
116,1961,Flood,ID
117,1961,Flood,WV
118,1961,Hurricane,TX
119,1962,Fire,CA
120,1962,Flood,ID
121,1962,Flood,NV
122,1962,Flood,CA
123,1962,Flood,VA
124,1962,Flood,NJ
125,1962,Flood,WV
126,1962,Flood,DE
127,1962,Flood,MD
128,1962,Flood,KY
129,1962,Flood,NY
130,1962,Flood,NC
131,1962,Flood,NE
132,1962,Flood,SD
133,1962,Flood,IA
134,1962,Flood,NE
136,1963,Severe Storm(s),OR
137,1963,Severe Storm(s),WA
138,1963,Flood,CA
140,1963,Typhoon,GU
141,1963,Flood,FL
142,1963,Flood,NV
143,1963,Flood,ID
144,1963,Flood,OR
145,1963,Flood,CA
146,1963,Flood,WA
147,1963,Flood,WV
148,1963,Flood,KY
149,1963,Flood,VA
150,1963,Flood,GA
151,1963,Flood,TN
152,1963,Flood,HI
153,1963,Typhoon,GU
154,1963,Typhoon,FM
155,1963,Flood,WY
156,1963,Flood,NE
157,1963,Flood,AR
158,1963,Flood,NY
159,1963,Hurricane,TX
160,1964,Drought,VT
162,1964,Flood,IN
163,1964,Flood,KY
164,1964,Flood,VT
165,1964,Flood,WV
166,1964,Flood,AR
167,1964,Flood,OH
170,1964,Drought,PR
171,1964,Drought,VI
172,1964,Flood,MT
173,1964,Flood,MO
174,1964,Flood,NE
175,1964,Hurricane,FL
176,1964,Hurricane,FL
177,1964,Hurricane,GA
178,1965,Hurricane,LA
179,1965,Flood,NC
180,1965,Flood,GA
181,1965,Typhoon,FM
182,1965,Snow,MT
183,1965,Flood,CA
184,1965,Flood,OR
185,1965,Flood,WA
186,1965,Flood,ID
187,1965,Flood,NV
188,1965,Flood,MN
189,1965,Tornado,IN
190,1965,Tornado,MI
191,1965,Tornado,OH
192,1965,Tornado,WI
193,1965,Flood,IA
194,1965,Tornado,IL
195,1965,Flood,ND
197,1965,Flood,SD
198,1965,Severe Storm(s),MO
199,1965,Tornado,TX
200,1965,Tornado,CO
201,1965,Flood,KS
202,1965,Flood,NM
203,1965,Flood,MO
204,1965,Drought,NY
205,1965,Drought,NJ
206,1965,Drought,PA
207,1965,Drought,DE
208,1965,Hurricane,LA
209,1965,Hurricane,FL
210,1965,Hurricane,MS
211,1966,Flood,CA
212,1966,Flood,CA
213,1966,Typhoon,AS
214,1966,Flood,GA
215,1966,Flood,MN
216,1966,Flood,ND
217,1966,Flood,AZ
218,1966,Flood,TX
219,1966,Tornado,KS
220,1966,Flood,ND
221,1966,Flood,NE
222,1966,Flood,TX
223,1967,Flood,CA
224,1967,Flood,WV
225,1967,Typhoon,PW
226,1967,Flood,KY
227,1967,Tornado,IL
228,1967,Flood,NE
229,1967,Tornado,KS
230,1967,Flood,AK
231,1967,Fire,ID
232,1967,Hurricane,TX
233,1968,Flood,NY
234,1968,Severe Ice Storm,NC
235,1968,Typhoon,PW
236,1968,Tornado,AR
237,1968,Tornado,KY
238,1968,Tornado,OH
239,1968,Tornado,AR
240,1968,Tornado,IA
241,1968,Flood,OK
242,1968,Tornado,IL
243,1968,Flood,OH
244,1968,Flood,TX
245,1968,Flood,NJ
246,1968,Flood,TX
247,1968,Flood,IN
248,1968,Flood,IA
249,1968,Flood,MN
250,1968,Flood,MN
251,1968,Flood,HI
252,1969,Hurricane,FL
253,1969,Flood,CA
254,1969,Flood,AR
255,1969,Flood,MN
256,1969,Flood,ND
257,1969,Flood,SD
258,1969,Flood,NV
259,1969,Flood,IA
260,1969,Flood,WI
261,1969,Flood,CO
262,1969,Flood,IL
263,1969,Flood,TN
264,1969,Flood,WI
265,1969,Flood,KY
266,1969,Tornado,OH
267,1969,Tornado,KS
268,1969,Flood,MN
269,1969,Flood,IA
270,1969,Flood,CA
271,1969,Hurricane,MS
272,1969,Hurricane,LA
273,1969,Flood,PA
274,1969,Hurricane,VA
275,1969,Flood,NY
276,1969,Flood,IL
277,1969,Flood,VT
278,1969,Hurricane,WV
279,1969,Flood,WV
280,1970,Hurricane,AL
281,1970,Severe Storm(s),AK
282,1970,Flood,KY
283,1970,Flood,CA
284,1970,Flood,ME
285,1970,Severe Storm(s),AL
286,1970,Tornado,TX
287,1970,Flood,ND
288,1970,Flood,KY
289,1970,Flood,FL
290,1970,Flood,NY
291,1970,Flood,MN
292,1970,Hurricane,TX
293,1970,Flood,CO
294,1970,Flood,AZ
295,1970,Fire,CA
296,1971,Flood,PR
297,1971,Severe Storm(s),OK
298,1971,Flood,VI
300,1971,Flood,WA
301,1971,Flood,OR
302,1971,Tornado,MS
303,1971,Flood,NE
305,1971,Tornado,KY
306,1971,Tornado,TN
307,1971,Typhoon,FM
308,1971,Flood,NE
309,1971,Flood,MD
310,1971,Flood,NJ
311,1971,Flood,NY
312,1971,Flood,PA
313,1971,Flood,TX
314,1971,Flood,OK
315,1972,Hurricane,LA
316,1972,Flood,CA
317,1972,Flood,OK
318,1972,Flood,MS
319,1972,Flood,OR
320,1972,Flood,TX
321,1972,Flood,AR
322,1972,Flood,WA
323,1972,Flood,WV
324,1972,Flood,ID
325,1972,Flood,MA
326,1972,Flood,ME
328,1972,Flood,WA
329,1972,Flood,CA
330,1972,Snow,MI
331,1972,Flood,TN
332,1972,Flood,KY
333,1972,Flood,TX
334,1972,Flood,WA
335,1972,Flood,ND
336,1972,Flood,SD
338,1972,Flood,NY
339,1972,Flood,VA
340,1972,Flood,PA
341,1972,Flood,MD
342,1972,Flood,CA
343,1972,Flood,AZ
344,1972,Flood,WV
345,1972,Flood,OH
346,1972,Flood,NM
347,1972,Flood,MN
348,1972,Flood,IA
349,1972,Flood,WV
350,1972,Flood,MN
351,1972,Flood,IL
352,1972,Flood,WI
353,1972,Flood,NM
354,1972,Flood,IA
355,1972,Flood,PA
358,1973,Flood,VA
359,1973,Flood,VA
360,1973,Flood,AZ
361,1973,Flood,NM
362,1973,Flood,OH
363,1973,Flood,MI
364,1973,Flood,CA
365,1973,Severe Storm(s),TX
366,1973,Flood,TN
367,1973,Flood,NY
368,1973,Severe Storm(s),MS
369,1973,Tornado,AL
370,1973,Tornado,GA
371,1973,Flood,MI
372,1973,Severe Storm(s),MO
373,1973,Flood,IL
374,1973,Flood,LA
375,1973,Flood,AR
376,1973,Flood,WI
377,1973,Flood,OH
378,1973,Flood,KS
380,1973,Flood,NM
381,1973,Flood,KY
382,1973,Flood,TN
384,1973,Flood,ME
385,1973,Flood,CO
386,1973,Flood,IA
387,1973,Flood,FL
388,1973,Flood,AL
389,1973,Flood,AR
391,1973,Tornado,GA
392,1973,Severe Storm(s),OK
393,1973,Flood,TX
394,1973,Flood,NC
395,1973,Flood,TN
396,1973,Flood,CO
397,1973,Flood,VT
398,1973,Flood,TX
399,1973,Flood,NH
400,1973,Flood,PA
401,1973,Flood,NY
402,1973,Flood,NJ
403,1973,Severe Storm(s),KS
404,1974,Flood,OK
405,1974,Fire,MA
406,1974,Flood,NE
407,1974,Flood,MO
408,1974,Flood,AK
409,1974,Flood,OK
410,1974,Flood,ME
411,1974,Flood,NH
412,1974,Flood,CA
413,1974,Flood,OR
414,1974,Flood,WA
415,1974,Flood,ID
416,1974,Flood,WV
417,1974,Flood,MT
418,1974,Flood,LA
419,1974,Flood,OK
420,1974,Tornado,KY
421,1974,Tornado,OH
422,1974,Tornado,AL
423,1974,Tornado,IN
424,1974,Tornado,TN
425,1974,Tornado,GA
426,1974,Flood,WV
427,1974,Tornado,IL
428,1974,Tornado,NC
429,1974,Tornado,MI
430,1974,Flood,MS
431,1974,Tornado,WI
432,1974,Flood,CA
433,1974,Flood,HI
434,1974,Flood,ND
435,1974,Flood,AR
436,1974,Flood,OH
437,1974,Flood,AR
438,1974,Flood,IL
439,1974,Flood,MO
440,1974,Flood,MN
441,1974,Flood,OK
442,1974,Flood,KS
443,1974,Flood,IA
445,1974,Flood,OH
446,1974,Flood,MN
447,1974,Flood,NY
448,1974,Hurricane,LA
449,1974,Drought,AS
450,1975,Severe Storm(s),LA
451,1975,Flood,VI
452,1975,Flood,AK
453,1975,Flood,OK
454,1975,Flood,TX
455,1975,Flood,PR
456,1975,Tornado,MS
457,1975,Flood,TX
458,1975,Flood,AL
459,1975,Flood,TN
460,1975,Tornado,GA
461,1975,Flood,KY
462,1975,Tornado,TX
463,1975,Tornado,AR
464,1975,Flood,AL
465,1975,Flood,MI
466,1975,Tornado,MO
467,1975,Tornado,NE
468,1975,Flood,KY
469,1975,Flood,ND
470,1975,Severe Storm(s),LA
471,1975,Flood,AR
472,1975,Flood,MT
473,1975,Flood,MN
474,1975,Severe Storm(s),OK
475,1975,Flood,ND
476,1975,Severe Storm(s),MN
477,1975,Flood,NJ
478,1975,Tornado,IL
479,1975,Flood,FL
480,1975,Flood,OH
481,1975,Flood,WV
482,1975,Severe Storm(s),WI
483,1975,Flood,PR
484,1975,Flood,FL
485,1975,Flood,PA
486,1975,Flood,MI
487,1976,Flood,NY
488,1976,Severe Storm(s),AL
489,1976,Flood,MD
491,1976,Tornado,OK
492,1976,Flood,WA
493,1976,Fire,AK
494,1976,Severe Ice Storm,NY
495,1976,Severe Storm(s),MI
496,1976,Flood,WI
497,1976,Tornado,OK
498,1976,Tornado,AR
499,1976,Severe Storm(s),MS
500,1976,Severe Ice Storm,NE
501,1976,Flood,ND
502,1976,Typhoon,PW
503,1976,Typhoon,GU
504,1976,Flood,OK
505,1976,Flood,ID
506,1976,Typhoon,PW
507,1976,Flood,GA
508,1976,Typhoon,MP
509,1976,Severe Storm(s),IL
510,1976,Flood,TX
511,1976,Flood,SD
512,1976,Flood,NY
513,1976,Flood,PA
514,1976,Flood,KS
515,1976,Flood,NY
516,1976,Flood,MO
517,1976,Flood,CO
518,1976,Flood,VT
519,1976,Flood,NJ
520,1976,Hurricane,NY
521,1976,Flood,CA
522,1977,Flood,MD
523,1977,Flood,PA
524,1977,Snow,MD
527,1977,Snow,NY
528,1977,Severe Ice Storm,NJ
529,1977,Flood,KY
530,1977,Flood,VA
531,1977,Flood,WV
532,1977,Flood,AL
533,1977,Flood,TN
534,1977,Flood,LA
535,1977,Tornado,MO
537,1977,Flood,PA
538,1977,Flood,MO
539,1977,Flood,KS
540,1978,Flood,AZ
541,1978,Flood,GA
542,1978,Flood,NC
543,1978,Flood,VA
544,1978,Flood,TN
545,1978,Flood,WA
546,1978,Flood,MA
547,1978,Flood,CA
548,1978,Snow,RI
549,1978,Flood,NH
550,1978,Flood,ME
551,1978,Flood,AZ
552,1978,Flood,NE
553,1978,Flood,IN
554,1978,Flood,ND
555,1978,Flood,MN
556,1978,Flood,LA
557,1978,Flood,WY
558,1978,Flood,MT
559,1978,Severe Storm(s),WI
560,1978,Severe Storm(s),MN
561,1978,Flood,TX
562,1978,Flood,MP
563,1978,Flood,AL
564,1978,Flood,AR
565,1978,Flood,LA
566,1979,Flood,CA
567,1979,Tornado,LA
568,1979,Flood,KY
569,1979,Flood,WV
570,1979,Flood,AZ
571,1979,Flood,NM
572,1979,Typhoon,MH
573,1979,Flood,HI
574,1979,Tornado,AR
575,1979,Tornado,TX
576,1979,Tornado,OK
577,1979,Severe Storm(s),MS
578,1979,Flood,AL
579,1979,Tornado,MO
580,1979,Severe Storm(s),TX
581,1979,Flood,ND
582,1979,Flood,MN
583,1979,Flood,IL
584,1979,Flood,LA
585,1979,Severe Storm(s),TN
586,1979,Severe Storm(s),FL
587,1979,Flood,TX
588,1979,Flood,KS
589,1979,Flood,NM
590,1979,Tornado,IA
591,1979,Tornado,WY
592,1979,Flood,KY
593,1979,Flood,VA
594,1979,Flood,CA
595,1979,Flood,TX
596,1979,Flood,IN
597,1979,Hurricane,PR
598,1979,Hurricane,AL
599,1979,Hurricane,MS
600,1979,Hurricane,FL
601,1979,Severe Storm(s),MD
602,1979,Hurricane,VI
603,1979,Flood,TX
604,1979,Flood,LA
605,1979,Flood,NC
606,1979,Flood,VA
607,1979,Flood,FL
608,1980,Tornado,CT
610,1980,Flood,AS
611,1980,Flood,FM
612,1980,Flood,WA
613,1980,Flood,HI
614,1980,Flood,AZ
615,1980,Flood,CA
616,1980,Flood,LA
617,1980,Tornado,AR
618,1980,Severe Storm(s),MS
619,1980,Severe Storm(s),AL
620,1980,Tornado,MO
621,1980,Tornado,MI
622,1980,Flood,LA
625,1980,Tornado,NE
626,1980,Flood,WI
627,1980,Hurricane,TX
628,1980,Flood,WV
629,1980,Flood,PA
630,1980,Flood,OH
631,1980,Flood,MI
632,1980,Flood,TX
633,1981,Flood,CA
634,1981,Typhoon,MP
635,1981,Fire,CA
637,1981,Typhoon,AS
638,1981,Severe Storm(s),AL
639,1981,Flood,AL
640,1981,Flood,MT
641,1981,Flood,PA
642,1981,Severe Storm(s),OH
643,1981,Severe Storm(s),IL
644,1981,Severe Storm(s),KS
645,1981,Flood,NV
646,1981,Flood,TX
647,1981,Fire,FM
648,1982,Flood,TX
649,1982,Flood,OK
650,1982,Fire,MA
651,1982,Flood,CA
652,1982,Flood,IN
653,1982,Flood,OH
654,1982,Flood,MI
655,1982,Tornado,TX
656,1982,Flood,HI
657,1982,Fire,CA
658,1982,Flood,ND
659,1982,Flood,TX
660,1982,Tornado,IL
661,1982,Flood,CT
662,1982,Flood,OK
663,1982,Flood,KS
664,1982,Flood,FL
665,1982,Flood,CO
666,1982,Flood,TN
667,1982,Flood,MO
668,1982,Flood,TN
669,1982,Flood,CA
670,1982,Flood,KY
671,1983,Typhoon,HI
672,1983,Flood,MO
673,1983,Severe Storm(s),AR
674,1983,Severe Storm(s),IL
675,1983,Flood,LA
676,1983,Flood,WA
678,1983,Severe Storm(s),MS
679,1983,Flood,LA
680,1983,Flood,UT
681,1983,Flood,VI
683,1983,Severe Storm(s),MS
684,1983,Severe Storm(s),IL
685,1983,Flood,OK
686,1983,Flood,AZ
687,1983,Flood,CA
688,1983,Flood,AR
689,1983,Hurricane,TX
690,1983,Flood,CA
691,1984,Flood,AZ
692,1984,Flood,NM
693,1984,Flood,OK
695,1984,Severe Storm(s),AL
697,1984,Snow,ID
699,1984,Tornado,NC
700,1984,Tornado,SC
701,1984,Flood,NJ
702,1984,Flood,NY
703,1984,Tornado,MS
704,1984,Tornado,OK
705,1984,Severe Storm(s),KY
706,1984,Flood,WV
707,1984,Flood,VA
708,1984,Flood,TN
709,1984,Flood,OK
710,1984,Tornado,WI
711,1984,Flood,CT
712,1984,Flood,VT
713,1984,Flood,MO
714,1984,Severe Storm(s),KS
715,1984,Severe Storm(s),IA
716,1984,Tornado,NE
717,1984,Flood,SD
718,1984,Tornado,NE
719,1984,Flood,CO
720,1984,Flood,UT
721,1984,Flood,PA
722,1984,Flood,NM
723,1984,Flood,NV
724,1984,Hurricane,NC
725,1984,Flood,NY
726,1985,Flood,TX
727,1985,Flood,TX
728,1985,Flood,LA
729,1985,Hurricane,VI
730,1985,Severe Storm(s),AZ
731,1985,Flood,NM
733,1985,Flood,NY
734,1985,Snow,NY
735,1985,Flood,IL
736,1985,Flood,PR
737,1985,Tornado,PA
738,1985,Tornado,OH
739,1985,Fire,CA
740,1985,Flood,WY
741,1985,Hurricane,MS
742,1985,Hurricane,AL
743,1985,Hurricane,FL
744,1985,Flood,MI
745,1986,Hurricane,PA
746,1986,Flood,PR
747,1986,Hurricane,CT
748,1986,Hurricane,RI
749,1986,Hurricane,NJ
750,1986,Hurricane,NY
751,1986,Hurricane,MA
752,1986,Hurricane,LA
753,1986,Flood,WV
754,1986,Flood,PA
755,1986,Flood,VA
756,1986,Hurricane,FL
757,1986,Flood,WA
758,1986,Flood,CA
759,1986,Flood,NV
760,1986,Flood,UT
761,1986,Flood,MT
762,1986,Flood,WA
763,1986,Tornado,TX
764,1986,Flood,SD
765,1986,Typhoon,FM
766,1986,Flood,PA
767,1986,Tornado,IN
768,1986,Flood,PR
769,1986,Flood,WA
770,1986,Flood,WI
771,1986,Flood,NH
772,1986,Tornado,TX
773,1986,Flood,MD
774,1986,Flood,MI
775,1987,Flood,WI
776,1987,Flood,IL
777,1987,Flood,MT
778,1987,Flood,OK
779,1987,Flood,MO
780,1987,Flood,KS
781,1987,Flood,AK
782,1987,Flood,AK
783,1987,Typhoon,MP
784,1987,Flood,WA
785,1987,Hurricane,AS
786,1987,Typhoon,FM
787,1987,Severe Storm(s),MS
788,1987,Flood,ME
789,1987,Flood,NH
790,1987,Flood,MA
791,1987,Fire,MH
792,1987,Flood,NY
793,1987,Tornado,TX
794,1987,Flood,OK
795,1987,Flood,IA
796,1987,Flood,OH
797,1987,Severe Storm(s),MN
798,1987,Flood,IL
800,1988,Typhoon,MP
801,1988,Snow,NY
802,1988,Tornado,TX
803,1988,Typhoon,FM
804,1988,Tornado,LA
805,1988,Flood,PR
806,1988,Tornado,AR
807,1988,Flood,AR
808,1988,Flood,HI
809,1988,Typhoon,MH
810,1988,Typhoon,GU
811,1988,Typhoon,MP
812,1988,Flood,CA
813,1988,Fire,AK
814,1988,Tornado,IA
815,1988,Fire,CA
816,1989,Hurricane,TX
817,1989,Tornado,AR
818,1989,Tornado,NC
819,1989,Tornado,IL
820,1989,Flood,UT
821,1989,Flood,KY
822,1989,Flood,WA
823,1989,Flood,TX
824,1989,Flood,MN
825,1989,Flood,ND
827,1989,Tornado,NC
828,1989,Severe Storm(s),TX
829,1989,Flood,LA
830,1989,Flood,ME
831,1989,Flood,OH
832,1989,Flood,AK
833,1989,Tornado,LA
834,1989,Flood,KY
835,1989,Flood,LA
836,1989,Flood,TX
837,1989,Tornado,CT
838,1989,Severe Storm(s),DC
839,1989,Severe Storm(s),MD
840,1989,Flood,VT
841,1989,Hurricane,VI
842,1989,Hurricane,PR
843,1989,Hurricane,SC
844,1989,Hurricane,NC
846,1990,Flood,KY
847,1990,Flood,VA
848,1990,Tornado,AL
849,1990,Flood,LA
852,1990,Flood,WA
853,1990,Flood,OR
854,1990,Typhoon,MP
855,1990,Hurricane,AS
856,1990,Severe Storm(s),AL
857,1990,Severe Storm(s),GA
858,1990,Flood,TN
859,1990,Severe Storm(s),MS
860,1990,Severe Ice Storm,IL
861,1990,Severe Storm(s),AL
862,1990,Flood,FL
863,1990,Severe Storm(s),TX
865,1990,Flood,AR
866,1990,Severe Storm(s),OK
867,1990,Flood,MO
868,1990,Flood,IA
869,1990,Severe Storm(s),IN
870,1990,Severe Storm(s),OH
871,1990,Severe Storm(s),IL
872,1990,Fire,CA
873,1990,Severe Storm(s),NE
874,1990,Severe Storm(s),WI
875,1990,Flood,VT
876,1990,Flood,NH
877,1990,Flood,WI
878,1990,Tornado,IL
879,1990,Flood,IA
880,1991,Flood,GA
881,1991,Flood,SC
882,1991,Typhoon,PW
883,1991,Flood,WA
884,1991,Flood,AZ
885,1991,Flood,IN
886,1991,Typhoon,FM
887,1991,Typhoon,GU
888,1991,Severe Storm(s),MS
